id,state,district,location,latitude,longitude,day,month,year
39/2011/SN1.followup,Bihar,Gaya,Paraiya,24.818601,84.842906,2,10,2011
39/2011/SN1.followup,Bihar,Gaya,Bodhgaya (Bodh Gaya),24.697519,84.987599,2,10,2011
39/2011/SN1.followup,Bihar,Gaya,Tankuppa,24.701558,85.13369,2,10,2011
39/2011/SN1.followup,Bihar,Gaya,Wazirganj,24.800618,85.243291,2,10,2011
39/2011/SN1.followup,Bihar,Gaya,Manpur,24.801985,85.025886,2,10,2011
39/2011/SN1.followup,Bihar,Gaya,Dumariya,24.439809,84.397244,2,10,2011
39/2011/SN1.followup,Bihar,Gaya,Gurua,24.668253,84.777106,2,10,2011
39/2011/SN1.followup,Bihar,Gaya,Guraru,24.807109,84.793124,2,10,2011
39/2011/SN1.followup,Bihar,Gaya,Dobhi,24.536601,84.909132,2,10,2011
39/2011/SN1.followup,Bihar,Gaya,Mohanpur,24.575552,85.083529,2,10,2011
39/2011/SN1.followup,Bihar,Gaya,Belaganj,24.970444,84.973624,2,10,2011
39/2011/SN1.followup,Bihar,Gaya,Fatehpur (Fateh Pur),24.629264,85.223255,2,10,2011
39/2011/SN1.followup,Bihar,Gaya,Sherghati,24.558413,84.796322,2,10,2011
39/2011/SN1.followup,Bihar,Gaya,Atri,24.936914,85.197253,2,10,2011
39/2011/SN1.followup,Bihar,Gaya,Tekari,24.941748,84.843936,2,10,2011
39/2011/SN1.followup,Bihar,Gaya,Konch (Konchi),24.785605,84.781982,2,10,2011
39/2011/SN1.followup,Bihar,Gaya,Khijersarai (Khizarsarai),24.967004,85.091985,2,10,2011
37/2011/SN2,Bihar,Jamui,Ameen (Amin),24.92365,86.1318,15,9,2011
37/2011/SN2,Bihar,Jamui,Ranhan,24.911954,86.094274,15,9,2011
37/2011/SN13,West Bengal,Jalpaiguri,Dabgram,26.695066,88.447885,12,9,2011
37/2011/SN13,West Bengal,Jalpaiguri,Panikauri,26.580314,88.517919,12,9,2011
37/2011/SN13,West Bengal,Jalpaiguri,Paharur (Paharpur),26.579297,88.727059,12,9,2011
37/2011/SN13,West Bengal,Jalpaiguri,Patkata,26.571811,88.659878,12,9,2011
37/2011/SN2.followup,Jharkhand,East Singhbhum,Patamda,22.905814,86.38862,18,9,2011
37/2011/SN2.followup,Jharkhand,East Singhbhum,Chakulia,22.476393,86.719293,18,9,2011
37/2011/SN2.followup,Jharkhand,East Singhbhum,Jugsalai Jamshedpur,22.763411,86.188307,18,9,2011
28/2011/SN1.late,Assam,Barpeta,Satrakanara (Satra Kanara),26.258779,90.919994,17,7,2011
28/2011/SN1.late,Assam,Barpeta,Bamakhata,26.533136,91.178381,17,7,2011
28/2011/SN1.late,Assam,Barpeta,Tarabari,26.263409,91.135795,17,7,2011
28/2011/SN1.late,Assam,Golaghat,Milonpur,26.215221,94.002335,17,7,2011
28/2011/SN1.late,Assam,Golaghat,Mokrong Tea Estate,26.36021,94.079453,17,7,2011
28/2011/SN1.late,Assam,Golaghat,Bokakhat Tea Estate,26.635438,93.642011,17,7,2011
27/2011/SN2.late,Assam,Kamrup,Rajabazar (Raja Bazar),26.288684,91.560728,10,7,2011
27/2011/SN2.late,Assam,Kamrup,Dihina,26.341434,91.581509,10,7,2011
27/2011/SN2.followup,Assam,Darrang,Satgaharia (Satgharia),26.420018,91.931207,10,7,2011
25/2011/SN6,Karnataka,Shimoga,Sanyasikodi Maggi (Sanyasi kodimaggi),14.044982,75.697689,22,6,2011
25/2011/SN11,Tamil Nadu,Tiruchirappalli,Podhavur (Podavur),10.796067,78.569077,25,6,2011
25/2011/SN3.followup,Kerala,Alaphuzha,Arattupuzha,10.4171,76.226154,26,6,2011
